"node","name_1","name_2","subsystem"
2444,"PPA","Inorganic diphosphatase","OXIDATIVE PHOSPHORYLATION"
2445,"PPAm","Inorganic diphosphatase","OXIDATIVE PHOSPHORYLATION"
2446,"ARABR","Arabinose reductase","PENTOSE PHOSPHATE PATHWAY"
2447,"DRPA","Deoxyribose-phosphate aldolase","PENTOSE PHOSPHATE PATHWAY"
2448,"G6PDH2r","Glucose 6-phosphate dehydrogenase","PENTOSE PHOSPHATE PATHWAY"
2449,"GULN3D","GULN3D","PENTOSE PHOSPHATE PATHWAY"
2450,"PGLer","PGLer","PENTOSE PHOSPHATE PATHWAY"
2451,"PPM","Phosphopentomutase","PENTOSE PHOSPHATE PATHWAY"
2452,"PRPPS","Phosphoribosylpyrophosphate synthetase","PENTOSE PHOSPHATE PATHWAY"
2453,"RBK","Ribokinase","PENTOSE PHOSPHATE PATHWAY"
2454,"RBK_Dr","RBK Dr","PENTOSE PHOSPHATE PATHWAY"
2455,"TKT1","Transketolase","PENTOSE PHOSPHATE PATHWAY"
2456,"TKT2","Transketolase","PENTOSE PHOSPHATE PATHWAY"
2457,"3NTD7l","3NTD7l","PURINE CATABOLISM"
2458,"ADA","Adenosine deaminase","PURINE CATABOLISM"
2459,"GUAD","Guanine deaminase","PURINE CATABOLISM"
2460,"HURH","5-hydroxyisourate amidohydrolase","PURINE CATABOLISM"
2461,"NTD11","5'-nucleotidase (IMP)","PURINE CATABOLISM"
2462,"NTD6l","NTD6l","PURINE CATABOLISM"
2463,"NTD7l","NTD7l","PURINE CATABOLISM"
2464,"NTD8l","NTD8l","PURINE CATABOLISM"
2465,"NTD9l","NTD9l","PURINE CATABOLISM"
2466,"OHCUS","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase","PURINE CATABOLISM"
2467,"r0009","Pyrophosphate phosphohydrolase EC:3.6.1.1","PURINE CATABOLISM"
2468,"URAOX","Urate oxidase","PURINE CATABOLISM"
2469,"XAND","Xanthine dehydrogenase","PURINE CATABOLISM"
2470,"XAO","Xanthine  oxidase","PURINE CATABOLISM"
2471,"XAO2","Xanthine oxidase (hypoxanthine)","PURINE CATABOLISM"
2472,"URIK2","Uridine kinase (GTP:Uridine)","PYRIMIDINE BIOSYNTHESIS"
2473,"ALCD21_D","ALCD21 D","PYRUVATE METABOLISM"
2474,"ALCD21_L","ALCD21 L","PYRUVATE METABOLISM"
2475,"LALDD2","(R)-Lactaldehyde:NAD+ oxidoreductase","PYRUVATE METABOLISM"
2476,"ALCD22_L","ALCD22 L","PYRUVATE METABOLISM"
2477,"LALDO2x","D-Lactaldehyde:NAD+ 1-oxidoreductase","PYRUVATE METABOLISM"
2478,"LCADi","Lactaldehyde dehydrogenase","PYRUVATE METABOLISM"
2479,"LCADi_D","LCADi D","PYRUVATE METABOLISM"
2480,"LCADi_Dm","LCADi Dm","PYRUVATE METABOLISM"
2481,"LCADm","LCADm","PYRUVATE METABOLISM"
2482,"LDH_Lm","LDH Lm","PYRUVATE METABOLISM"
2483,"ME2m","Malic enzyme  NADP   mitochondrial","PYRUVATE METABOLISM"
2484,"MGSA","Methylglyoxal synthase","PYRUVATE METABOLISM"
2485,"MGSA2","MGSA2","PYRUVATE METABOLISM"
2486,"LCARR","Lacaldehyde reductase (R-propane-1,2-diol forming)","PYRUVATE METABOLISM"
2487,"PPDOy","PPDOy","PYRUVATE METABOLISM"
2488,"ADSELK","ADSELK","SELENOAMINO ACID METABOLISM"
2489,"DNAMTSEn","DNAMTSEn","SELENOAMINO ACID METABOLISM"
2490,"RN0001R","RN0001","SELENOAMINO ACID METABOLISM"
2491,"SEAHCYSHYD","SEAHCYSHYD","SELENOAMINO ACID METABOLISM"
2492,"SELADT","SELADT","SELENOAMINO ACID METABOLISM"
2493,"SELCYSLY","SELCYSLY","SELENOAMINO ACID METABOLISM"
2494,"SELCYSLY2","SELCYSLY2","SELENOAMINO ACID METABOLISM"
2495,"SELCYSTGL","SELCYSTGL","SELENOAMINO ACID METABOLISM"
2496,"SELCYSTS","SELCYSTS","SELENOAMINO ACID METABOLISM"
2497,"SELMETAT","SELMETAT","SELENOAMINO ACID METABOLISM"
2498,"SELNPS_cho","Selenophosphate synthase","SELENOAMINO ACID METABOLISM"
2499,"AMY1e","AMY1e","STARCH AND SUCROSE METABOLISM"
2500,"AMY2e","AMY2e","STARCH AND SUCROSE METABOLISM"
2501,"GAMYe","GAMYe","STARCH AND SUCROSE METABOLISM"
2502,"GBPS","Glucose-1,6-bisphosphate synthase","STARCH AND SUCROSE METABOLISM"
2503,"GLDBRAN","GLDBRAN","STARCH AND SUCROSE METABOLISM"
2504,"GLPASE1","GLPASE1","STARCH AND SUCROSE METABOLISM"
2505,"GLPASE2a","Glycogen phosphorylase (amyls -> glc-D)","STARCH AND SUCROSE METABOLISM"
2506,"MALT","Alpha glucosidase","STARCH AND SUCROSE METABOLISM"
2507,"MALTe","MALTe","STARCH AND SUCROSE METABOLISM"
2508,"MALTly","MALTly","STARCH AND SUCROSE METABOLISM"
2509,"MLTG1","Maltodextrin glucosidase (maltotriose)","STARCH AND SUCROSE METABOLISM"
2510,"MLTG1e","MLTG1e","STARCH AND SUCROSE METABOLISM"
2511,"MLTG1ly","MLTG1ly","STARCH AND SUCROSE METABOLISM"
2512,"O16G1e","O16G1e","STARCH AND SUCROSE METABOLISM"
2513,"O16G2e","O16G2e","STARCH AND SUCROSE METABOLISM"
2514,"RE0915E","RE0915","STARCH AND SUCROSE METABOLISM"
2515,"RE0926E","RE0926","STARCH AND SUCROSE METABOLISM"
2516,"RE0935E","RE0935","STARCH AND SUCROSE METABOLISM"
2517,"RE0944E","RE0944","STARCH AND SUCROSE METABOLISM"
2518,"RE0958E","RE0958","STARCH AND SUCROSE METABOLISM"
2519,"TREH","Alpha,alpha-trehalase","STARCH AND SUCROSE METABOLISM"
2520,"TREHe","Alpha,alpha-trehalase","STARCH AND SUCROSE METABOLISM"
2521,"UDPGP","UDPGP","STARCH AND SUCROSE METABOLISM"
2522,"BDG2HCGHD","BDG2HCGHD","STILBENE, COUMARINE AND LIGNIN SYNTHESIS"
2524,"G6Pt6er","Glucose 6-phosphate, inorganic phosphate antiport, endoplasmic reticular transport","TRANSPORT, ENDOPLASMIC RETICULAR"
2525,"SCP21x","SCP21x","TRANSPORT, PEROXISOMAL"
2526,"3HKYNAKGAT","3HKYNAKGAT","TRYPTOPHAN METABOLISM"
2527,"3HKYNAKGATm","3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase","TRYPTOPHAN METABOLISM"
2528,"3HXKYNDCL","3HXKYNDCL","TRYPTOPHAN METABOLISM"
2529,"3HXKYNOXDA","3HXKYNOXDA","TRYPTOPHAN METABOLISM"
2530,"5HOXINDACTO2OX","5HOXINDACTO2OX","TRYPTOPHAN METABOLISM"
2531,"5HOXINDACTOX","5HOXINDACTOX","TRYPTOPHAN METABOLISM"
2532,"5HOXINDACTOXm","5HOXINDACTOXm","TRYPTOPHAN METABOLISM"
2533,"5HOXINOXDA","5HOXINOXDA","TRYPTOPHAN METABOLISM"
2535,"5HXKYNDCL","5HXKYNDCL","TRYPTOPHAN METABOLISM"
2536,"5HXKYNOXDA","5HXKYNOXDA","TRYPTOPHAN METABOLISM"
2537,"ALDD20x","Aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)","TRYPTOPHAN METABOLISM"
2538,"ALDD20xm","Aldehyde dehydrogenase  indole 3 acetaldehyde  NAD   mitochondrial","TRYPTOPHAN METABOLISM"
2539,"ECOAH1m","ECOAH1m","TRYPTOPHAN METABOLISM"
2540,"ECOAH1x","ECOAH1x","TRYPTOPHAN METABOLISM"
2541,"FKYNH","N Formyl L kynurenine amidohydrolase","TRYPTOPHAN METABOLISM"
2542,"HACD1m","HACD1m","TRYPTOPHAN METABOLISM"
2543,"HACD1x","HACD1x","TRYPTOPHAN METABOLISM"
2544,"KYN3OX","Kynurenine 3 monooxygenase","TRYPTOPHAN METABOLISM"
2545,"KYNAKGAT","KYNAKGAT","TRYPTOPHAN METABOLISM"
2546,"KYNAKGATm","L-Kynurenine:2-oxoglutarate aminotransferase, mitochondrial","TRYPTOPHAN METABOLISM"
2547,"KYNATESYN","KYNATESYN","TRYPTOPHAN METABOLISM"
2548,"KYNATESYNm","4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase (mitochondrial)","TRYPTOPHAN METABOLISM"
2549,"LFORKYNHYD","LFORKYNHYD","TRYPTOPHAN METABOLISM"
2550,"LTDCL","LTDCL","TRYPTOPHAN METABOLISM"
2551,"MELATN23DOX","MELATN23DOX","TRYPTOPHAN METABOLISM"
2552,"MELATNOX","MELATNOX","TRYPTOPHAN METABOLISM"
2553,"r0647","Spontaneous reaction","TRYPTOPHAN METABOLISM"
2554,"r0647m","Spontaneous reaction","TRYPTOPHAN METABOLISM"
2555,"RE1711C_2","RE1711","TRYPTOPHAN METABOLISM"
2556,"RE2443M","RE2443","TRYPTOPHAN METABOLISM"
2558,"SRTNACT","SRTNACT","TRYPTOPHAN METABOLISM"
2559,"SRTNMTX","SRTNMTX","TRYPTOPHAN METABOLISM"
2560,"TRPO2","L Tryptophanoxygen 2 3 oxidoreductase  decyclizing","TRYPTOPHAN METABOLISM"
2561,"TRPOX","L-Tryptophan oxidase","TRYPTOPHAN METABOLISM"
2562,"TRYPTAOX","TRYPTAOX","TRYPTOPHAN METABOLISM"
2563,"COQ3m","COQ3m","UBIQUINONE SYNTHESIS"
2564,"COQ6m","COQ6m","UBIQUINONE SYNTHESIS"
2565,"COQ7m","COQ7m","UBIQUINONE SYNTHESIS"
2566,"DHDPBMTm","DHDPBMTm","UBIQUINONE SYNTHESIS"
2567,"HBZOPT10m","HBZOPT10m","UBIQUINONE SYNTHESIS"
2568,"ACGSm","N acteylglutamate synthase  mitochondrial","UREA CYCLE"
2569,"ACODA","Acetylornithine deacetylase","UREA CYCLE"
2570,"AGPRim","N acetyl g glutamyl phosphate reductase  irreversible  mitochondrial","UREA CYCLE"
2571,"CKc_cho","ATP Creatine kinase (c)","UREA CYCLE"
2572,"GLYAMDTRc","GLYAMDTRc","UREA CYCLE"
2573,"ORNDC","Ornithine Decarboxylase","UREA CYCLE"
2574,"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12","UREA CYCLE"
2575,"r0086","2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3","UREA CYCLE"
2576,"RE0688C","RE0688","UREA CYCLE"
2577,"RE0688E","RE0688","UREA CYCLE"
2578,"RE0688X","RE0688","UREA CYCLE"
2579,"RE0689C","RE0689","UREA CYCLE"
2580,"RE0689E","RE0689","UREA CYCLE"
2581,"RE0689X","RE0689","UREA CYCLE"
2582,"RE0690C","RE0690","UREA CYCLE"
2583,"RE0690E","RE0690","UREA CYCLE"
2584,"RE0690X","RE0690","UREA CYCLE"
2585,"RE0827C","RE0827","UREA CYCLE"
2586,"RE0827E","RE0827","UREA CYCLE"
2587,"RE0827X","RE0827","UREA CYCLE"
2588,"RE0828C","RE0828","UREA CYCLE"
2589,"RE0828E","RE0828","UREA CYCLE"
2590,"RE0828X","RE0828","UREA CYCLE"
2591,"RE1537X","RE1537","UREA CYCLE"
2592,"RE1538X","RE1538","UREA CYCLE"
2593,"RE1539X","RE1539","UREA CYCLE"
2594,"RE2644C","RE2644","UREA CYCLE"
2595,"RE3367C","RE3367","UREA CYCLE"
2596,"RE3367E","RE3367","UREA CYCLE"
2597,"RE3367X","RE3367","UREA CYCLE"
2598,"SPRMS","Spermine synthase","UREA CYCLE"
2599,"CLS_cho","Cardiolipin synthase (cho)","GLYCEROPHOSPHOLIPID METABOLISM"
2600,"ATPS4m_cho","ATP synthase (four protons for one ATP)","OXIDATIVE PHOSPHORYLATION"
2601,"FAOXC241221x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2602,"FAOXC221201x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2603,"FAOXC201181x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2604,"FAOXC240220x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2605,"FAOXC220200x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2606,"FAOXC183_9Z_12Z_15Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2607,"FAOXC163_7Z_10Z_13Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2608,"FAOXC143_5Z_8Z_11Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2609,"FAOXC123_3Z_6Z_9Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2610,"FAOXC102_4Z_7Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2611,"FAOXC81_5Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2612,"FAOXC61_3Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2613,"FAOXC183_6Z_9Z_12Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2614,"FAOXC163_4Z_7Z_10Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2615,"FAOXC142_5Z_8Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2616,"FAOXC122_3Z_6Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2617,"FAOXC183_6Z_9Z_12Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2618,"FAOXC163_4Z_7Z_10Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2619,"FAOXC142_5Z_8Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2620,"FAOXC122_3Z_6Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2621,"FAOXC101_4Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2622,"FAOXC184_6Z_9Z_12Z_15Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2623,"FAOXC164_4Z_7Z_10Z_13Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2624,"FAOXC184_6Z_9Z_12Z_15Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2625,"FAOXC164_4Z_7Z_10Z_13Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2628,"FAOXC160140m","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2629,"FAOXC140120m","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2630,"FAOXC120100m","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2631,"FAOXC10080m","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2632,"FAOXC160140x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2633,"FAOXC140120x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2634,"FAOXC120100x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2635,"FAOXC10080x","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2636,"FAOXC8060m","Beta oxidation of med/long chain fatty acid","FATTY ACID OXIDATION"
2637,"FAOXC6040m","Beta oxidation of med/long chain fatty acid","FATTY ACID OXIDATION"
2638,"FAOXC4020m","Beta oxidation of med/long chain fatty acid","FATTY ACID OXIDATION"
2639,"FAOXC204_5Z_8Z_11Z_14Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2640,"FAOXC184_3Z_6Z_9Z_12Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2641,"FAOXC2242046m","FAOXC2242046m","FATTY ACID OXIDATION"
2642,"FAOXC2242046x","FAOXC2242046x","FATTY ACID OXIDATION"
2643,"FAOXC226205m_cho","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2644,"FAOXC226205x_cho","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2645,"FAOXC161140m","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2646,"FAOXC1611402m","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2647,"FAOXC180","FAOXC180","FATTY ACID OXIDATION"
2648,"FAOXC180x","FAOXC180x","FATTY ACID OXIDATION"
2649,"FAOXC200180m","FAOXC200180m","FATTY ACID OXIDATION"
2650,"FAOXC200180x","FAOXC200180x","FATTY ACID OXIDATION"
2651,"FAOXC170150m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2652,"FAOXC150130m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2653,"FAOXC130110m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2654,"FAOXC11090m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2655,"FAOXC9070m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2656,"FAOXC7050m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2657,"FAOXC5030m","Beta oxidation of long chain fatty acid (odd chain)","FATTY ACID OXIDATION"
2658,"FAOXC181_9Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2659,"FAOXC161_7Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2660,"FAOXC141_5Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2661,"FAOXC121_3Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2662,"FAOXC181_9Zm","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2663,"FAOXC161_7Zm","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2664,"FAOXC141_5Zm","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2665,"FAOXC121_3Zm","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2666,"FAOXC181_11Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2667,"FAOXC161_9Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2668,"FAOXC141_7Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2669,"FAOXC121_5Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2670,"FAOXC101_3Em","Beta oxidation fatty acid","FATTY ACID OXIDATION"
2671,"FAOXC204184m","FAOXC204184m","FATTY ACID OXIDATION"
2672,"FAOXC2031836m","FAOXC2031836m","FATTY ACID OXIDATION"
2673,"FAOXC182_9Z_12Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2674,"FAOXC162_7Z_10Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2675,"FAOXC101_4Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2676,"FAOXC182_9E_12Em","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2677,"FAOXC162_7E_10Em","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2678,"FAOXC142_5E_8Em","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2679,"FAOXC122_3E_6Em","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2680,"FAOXC101_4Em","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2681,"FAOXC2452253x","FAOXC2452253x","FATTY ACID OXIDATION"
2682,"FAOXC2452256x","FAOXC2452256x","FATTY ACID OXIDATION"
2683,"FAOXC246226x","FAOXC246226x","FATTY ACID OXIDATION"
2684,"FAOXC2442246x","FAOXC2442246x","FATTY ACID OXIDATION"
2685,"FAOXC260240x","FAOXC260240x","FATTY ACID OXIDATION"
2686,"FAOXC11_cho","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2687,"FAOXCPRIST1x","Peroxisomal lumped long chain fatty acid oxidation","FATTY ACID OXIDATION"
2688,"FAOXCPRIST2x","Peroxisomal lumped long chain fatty acid oxidation","FATTY ACID OXIDATION"
2689,"FAOXCPRIST3x","Peroxisomal lumped long chain fatty acid oxidation","FATTY ACID OXIDATION"
2690,"FAOXC205_5Z_8Z_11Z_14Z_17Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2691,"FAOXC185_3Z_6Z_9Z_12Z_15Zm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2692,"FAOXC205_5Z_8Z_11Z_14Z_17Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2693,"FAOXC185_3Z_6Z_9Z_12Z_15Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2694,"FAOXC143_5Z_8Z_11Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2695,"FAOXC123_3Z_6Z_9Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2696,"FAOXC102_4Z_7Zx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2697,"C81_5ZCPTx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2698,"C81CRNtx","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2699,"C81CRNtm","Beta oxidation of fatty acid","FATTY ACID OXIDATION"
2700,"FAOXC225_4Z_7Z_10Z_13Z_16Zm","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2701,"FAOXC225_4Z_7Z_10Z_13Z_16Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2702,"FAOXC204_5Z_8Z_11Z_14Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2703,"FAOXC184_3Z_6Z_9Z_12Zx","Beta oxidation of long chain fatty acid","FATTY ACID OXIDATION"
2704,"2AMADPTm","2AMADPTm","LYSINE METABOLISM"
2705,"2OXOADPTm","2OXOADPTm","TRYPTOPHAN METABOLISM"
2707,"34HPPOR","4 Hydroxyphenylpyruvateoxygen oxidoreductase","TYROSINE METABOLISM"
2708,"3DSPHR","3 Dehydrosphinganine reductase","SPHINGOLIPID METABOLISM"
2709,"3HAO","3 hydroxyanthranilate 3 4 dioxygenase","TRYPTOPHAN METABOLISM"
2710,"3HLYTCL","3HLYTCL","TYROSINE METABOLISM"
2711,"3SALAASPm","3SALAASPm","TRANSPORT, MITOCHONDRIAL"
2712,"3SALATAi","3SALATAi","METHIONINE AND CYSTEINE METABOLISM"
2713,"3SALATAim","3SALATAim","METHIONINE AND CYSTEINE METABOLISM"
2714,"41R1H2MAE12BOOX","41R1H2MAE12BOOX","TYROSINE METABOLISM"
2715,"41R2A1H12BOOX","41R2A1H12BOOX","TYROSINE METABOLISM"
2716,"4HGLSDm","L 4 hydroxyglutamate semialdehyde dehydrogenase  mitochondrial","ARGININE AND PROLINE METABOLISM"
2717,"5HLTDL","5HLTDL","TRYPTOPHAN METABOLISM"
2719,"A_MANASEly","A MANASEly","N-GLYCAN DEGRADATION"
2720,"A4GALTg_cho","Lactosylceramide 4-alpha-galactosyltransferase","SPHINGOLIPID METABOLISM"
2721,"A4GNT2g","A4GNT2g","O-GLYCAN SYNTHESIS"
2722,"AACOAT","AACOAT","PROPANOATE METABOLISM"
2723,"ABTArm","ABTArm","GLUTAMATE METABOLISM"
2724,"ACACT1r","Acetyl-CoA C-acetyltransferase","TRYPTOPHAN METABOLISM"
2725,"ACACT1m","Acetyl CoA C acetyltransferase  mitochondrial","TRYPTOPHAN METABOLISM"
2726,"ACACt2m","ACACt2m","TRANSPORT, MITOCHONDRIAL"
2728,"ACETONEt2","ACETONEt2","TRANSPORT, EXTRACELLULAR"
2729,"ACETONEt2m","ACETONEt2m","TRANSPORT, MITOCHONDRIAL"
2730,"ACGAM2E","ACGAM2E","AMINOSUGAR METABOLISM"
2731,"ACGAM6PS","N acetylglucosamine 6 phosphate synthase","AMINOSUGAR METABOLISM"
2732,"ACGAMK","N-acetylglucosamine kinase","AMINOSUGAR METABOLISM"
2733,"ACGAMPM","Phosphoacetylglucosamine mutase","AMINOSUGAR METABOLISM"
2734,"ACHEe","ACHEe","GLYCEROPHOSPHOLIPID METABOLISM"
2735,"ACNAM9PL","ACNAM9PL","AMINOSUGAR METABOLISM"
2736,"ACNAM9PL2","ACNAM9PL2","AMINOSUGAR METABOLISM"
2737,"ACNAMlt","ACNAMlt","TRANSPORT, LYSOSOMAL"
2738,"ACOAHi","ACOAHi","PYRUVATE METABOLISM"
2739,"ACOATA","Acetyl-CoA ACP transacylase","FATTY ACID OXIDATION"
2740,"ACONTm","Aconitate hydratase","CITRIC ACID CYCLE"
2742,"ACOX2x","ACOX2x","BILE ACID SYNTHESIS"
2743,"ACS","Acetyl-CoA synthetase","GLYCOLYSIS/GLUCONEOGENESIS"
2744,"ACSm","Acetyl CoA synthetase","GLYCOLYSIS/GLUCONEOGENESIS"
2745,"ACTLMO","ACTLMO","PYRUVATE METABOLISM"
2746,"ACTNMO","ACTNMO","PYRUVATE METABOLISM"
2747,"ADAe","ADAe","PURINE CATABOLISM"
2748,"ADK3","Adentylate kinase (GTP)","NUCLEOTIDE INTERCONVERSION"
2749,"ADK3m","Adentylate kinase  GTP","NUCLEOTIDE INTERCONVERSION"
2750,"ADNK1","Adenosine kinase","NUCLEOTIDE INTERCONVERSION"
2751,"ADNt","ADNt","TRANSPORT, EXTRACELLULAR"
2752,"ADNt5","ADNt5","TRANSPORT, EXTRACELLULAR"
2753,"ADNtm","ADNtm","TRANSPORT, MITOCHONDRIAL"
2754,"ADPGLC","ADPGLC","NUCLEOTIDE INTERCONVERSION"
2755,"ADPMAN","ADPMAN","NUCLEOTIDE INTERCONVERSION"
2756,"ADPT","Adenine phosphoribosyltransferase","NUCLEOTIDE SALVAGE PATHWAY"
2757,"ADSL1r","Adenylsuccinate lyase","NUCLEOTIDE INTERCONVERSION"
2758,"ADSL2r","Adenylosuccinate lyase","PURINE SYNTHESIS"
2759,"AGDC","N-acetylglucosamine-6-phosphate deacetylase","AMINOSUGAR METABOLISM"
2760,"AGTix","AGTix","ALANINE AND ASPARTATE METABOLISM"
2761,"AICART","Phosphoribosylaminoimidazolecarboxamide formyltransferase","PURINE SYNTHESIS"
2762,"AIRCr","Phosphoribosylaminoimidazole carboxylase","PURINE SYNTHESIS"
2763,"AKGMALtm","AKGMALtm","TRANSPORT, MITOCHONDRIAL"
2764,"AKGt4_3","AKGt4 3","TRANSPORT, EXTRACELLULAR"
2765,"AKR1D","AKR1D","BILE ACID SYNTHESIS"
2766,"AKR1D2","AKR1D2","BILE ACID SYNTHESIS"
2767,"ALADGLNexR","ALADGLNexR","TRANSPORT, EXTRACELLULAR"
2768,"ALADGLYexR","ALADGLYexR","TRANSPORT, EXTRACELLULAR"
2769,"ALAGLNexR","ALAGLNexR","TRANSPORT, EXTRACELLULAR"
2770,"ALAGLYexR","ALAGLYexR","TRANSPORT, EXTRACELLULAR"
2771,"ALASm","5 aminolevulinate synthase","GLYCINE, SERINE, ALANINE AND THREONINE METABOLISM"
2772,"ALATA_L","L-alanine transaminase","GLUTAMATE METABOLISM"
2773,"ALDD2xm","Aldehyde dehydrogenase  acetylaldehyde  NAD   mitochondrial","GLYCOLYSIS/GLUCONEOGENESIS"
2774,"ALR2","Aldose reductase (methylglyoxal)","PYRUVATE METABOLISM"
2775,"ALR3","Aldose reductase (acetol)","PYRUVATE METABOLISM"
2776,"AMACRp","AMACRp","BILE ACID SYNTHESIS"
2777,"AMANK","N-acetyl-D-mannosamine kinase","AMINOSUGAR METABOLISM"
2778,"AMETt2m","AMETt2m","TRANSPORT, MITOCHONDRIAL"
2779,"ANDRSTRNGLCte","ANDRSTRNGLCte","TRANSPORT, EXTRACELLULAR"
2780,"APAT2rm","APAT2rm","BETA-ALANINE METABOLISM"
2781,"ARGLYSex","ARGLYSex","TRANSPORT, EXTRACELLULAR"
2782,"ARGN","Arginase","UREA CYCLE"
2783,"ARGNm","ARGNm","UREA CYCLE"
2784,"ARGSL","Argininosuccinate lyase","ALANINE AND ASPARTATE METABOLISM"
